Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	180.577	-168.7739	349.3509	1.116369	0.715891	0.233862	0.0141536	0.0360938	0.1565925	0.1951389
6	174.8746	-172.5637	347.4383	3.161441	0.505541	0.155091	0.0843837	0.254984	0.5527272	0.1951389
12	173.5412	-174.0767	347.6178	3.636312	0.293197	0.669398	0.0194687	0.0179354	0.2333556	0.2431339
18	182.1674	-166.0218	348.1893	2.963771	0.573329	0.372531	0.0108346	0.0433054	0.138786	0.2998362
24	181.5879	-166.517	348.1049	2.927186	0.516705	0.42197	0.0122725	0.0490525	0.335995	0.4057895
30	182.1449	-165.995	348.14	1.741245	0.650694	0.257252	0.0184221	0.0736318	0.4295357	0.1123605
36	184.4668	-164.8284	349.2952	0.32731	0.291832	0.611068	0.0820953	0.015004	0.202497	0.06884266
42	185.5837	-163.4261	349.0098	0.5991364	0.460435	0.473855	0.0511413	0.0145686	0.2401111	0.06884266
48	179.793	-169.0163	348.8093	1.450719	0.705552	0.0332162	0.124046	0.137187	0.3000049	0.1692736
54	172.6803	-176.2001	348.8804	1.5033	0.625102	0.0552856	0.0912771	0.228335	0.286346	0.1992363
60	179.4372	-167.4929	346.9301	2.897407	0.295985	0.171182	0.274509	0.258324	0.9169098	0.1256543
66	182.3138	-160.751	343.0648	22.43515	0.10739	0.488387	0.0256589	0.378564	0.1671625	0.3042606
72	177.2965	-168.4886	345.7851	5.65079	0.0584051	0.53384	0.00375398	0.404001	0.9403741	0.1724452
78	184.4606	-163.7633	348.2239	2.166058	0.363724	0.111578	0.0345657	0.490132	0.3305408	0.1724452
84	177.8069	-171.5436	349.3505	0.893511	0.78973	0.0259962	0.0700788	0.114194	0.3141049	0.1758805
90	176.0864	-173.3654	349.4519	0.8107478	0.0603972	0.0302823	0.86235	0.0469707	0.1603558	0.1435921
96	180.0873	-169.6608	349.7481	0.6852056	0.0574967	0.0448718	0.820937	0.0766949	0.3699564	0.2669601
102	172.4616	-175.4326	347.8941	3.393755	0.591201	0.185077	0.0927288	0.130993	0.1669691	0.2869482
108	179.2097	-170.4796	349.6893	0.7887873	0.394966	0.204002	0.256644	0.144388	0.1480906	0.194676
114	183.0867	-166.8491	349.9357	0.5941825	0.131782	0.155015	0.562014	0.151188	0.1880073	0.2236502
120	184.7173	-164.9884	349.7056	0.7399896	0.358056	0.0243784	0.486651	0.130915	0.1880073	0.1962163
126	179.4326	-167.4065	346.839	4.369898	0.428052	0.103407	0.26929	0.199251	0.7669937	0.3215919
132	178.5591	-168.8165	347.3755	2.415616	0.0270572	0.285304	0.668423	0.0192153	0.7368372	0.1184435
138	179.1797	-169.5293	348.7091	1.735438	0.0878622	0.377014	0.511687	0.023437	0.2245475	0.1867953
144	175.4611	-172.3895	347.8506	2.697876	0.768397	0.022098	0.199478	0.010027	0.4092706	0.1910984
150	180.3871	-168.5686	348.9557	1.121651	0.331601	0.259596	0.208729	0.200075	0.5597699	0.1993882
156	178.8539	-168.4308	347.2847	4.787731	0.146161	0.0813658	0.684285	0.088188	0.1996284	0.4201055
162	177.8206	-169.6123	347.4329	1.298704	0.798652	0.0536429	0.0611853	0.0865195	1.257834	0.08156286
168	180.44	-167.283	347.723	1.298704	0.542202	0.163485	0.148005	0.146309	1.257834	0.1170356
174	181.5319	-166.4694	348.0013	1.179824	0.535644	0.366235	0.0493431	0.0487777	1.01862	0.106704
180	180.6129	-169.4344	350.0473	0.6722829	0.4659	0.228601	0.132272	0.173226	0.1442569	0.3071601
186	179.8185	-169.9999	349.8185	0.4677468	0.413861	0.295484	0.125846	0.16481	0.07627019	0.1296436
192	186.5116	-163.4106	349.9222	0.756257	0.13706	0.440125	0.399791	0.0230239	0.1371908	0.2768165
198	188.178	-160.2861	348.464	1.894243	0.421469	0.329852	0.238643	0.0100361	0.2245984	0.1557465
204	187.1813	-160.7396	347.9209	3.559601	0.353216	0.424936	0.205388	0.0164605	0.0344374	0.2772627
210	184.2868	-165.4227	349.7095	1.078565	0.416503	0.22914	0.345481	0.00887605	0.02183702	0.2772627
216	185.2449	-164.0947	349.3397	1.208159	0.296829	0.435064	0.0637052	0.204402	0.273387	0.2811281
222	181.811	-167.3452	349.1562	1.331878	0.042638	0.179994	0.512281	0.265087	0.4199882	0.3454928
228	172.5925	-176.5572	349.1497	1.300495	0.115686	0.214499	0.279812	0.390003	0.4279971	0.3187266
234	177.7658	-171.4857	349.2515	0.6402847	0.628455	0.0642274	0.128381	0.178937	0.04484378	0.07646782
